이동ID,일자,유형,두수,개체번호,"상대처
(농가/경매장/구매처)","금액
(만원)",담당자,상세건수,검증,증빙,비고
MV-20251201-001,2025-12-01,입하,122,,고성,,,1,불일치,\\192.168.0.119\흑염소\입출하\입하,고성 1차 이송(집단)
