File,Time_Sec,GPU_Util,RAM_Usage_MB,Power_W,Net_Sent_Bytes,Net_Recv_Bytes,CPU_Core_0,CPU_Core_1,CPU_Core_2,CPU_Core_3,CPU_Total_Avg
EC_0179-5364-04-04-PSJ-F-04-A.wav,2.1683389880054165,0,12048,0,2662,1157,28.2,25.0,7.1,2.9,15.8
EC_0179-5365-04-04-PSJ-F-04-A.wav,0.06053212398546748,99,12047,0,42907,1040,17.7,18.2,23.1,11.5,17.625
EC_0179-5365-04-04-PSJ-F-04-A.wav,1.1324865539791062,92,12047,0,234904,3548,34.0,4.7,38.3,6.5,20.875
EC_0179-5366-04-04-PSJ-F-04-A.wav,0.060629761981545016,99,12048,0,68023,1196,0.0,0.0,0.0,0.0,0.0
EC_0179-5366-04-04-PSJ-F-04-A.wav,1.1297821830085013,93,12048,0,215632,5263,10.5,5.6,57.9,6.7,20.175
EC_0179-5367-04-04-PSJ-F-04-A.wav,0.06708544000866823,99,12048,0,147601,1716,20.6,12.9,29.2,12.5,18.8
EC_0179-5367-04-04-PSJ-F-04-A.wav,1.1371528870076872,99,12048,0,211119,3558,11.2,8.5,26.6,33.6,19.975
EC_0179-5368-04-04-PSJ-F-04-A.wav,0.07407359598437324,99,12048,0,31671,572,0.0,0.0,0.0,0.0,0.0
EC_0179-5368-04-04-PSJ-F-04-A.wav,1.1462121309887152,98,12048,0,208758,3380,17.1,10.3,34.3,11.3,18.25
EC_0179-5368-04-04-PSJ-F-04-A.wav,2.170914421993075,0,12048,0,2662,1154,6.8,6.9,27.0,9.0,12.425
EC_0179-5369-04-04-PSJ-F-04-A.wav,0.060986260999925435,99,12048,0,87653,1144,19.7,12.3,27.8,15.2,18.75
EC_0179-5369-04-04-PSJ-F-04-A.wav,1.134554408985423,99,12048,0,222116,2340,9.3,37.0,7.5,4.7,14.625
EC_0179-5369-04-04-PSJ-F-04-A.wav,2.160575299989432,97,12048,0,2677,1171,4.0,10.8,8.7,24.8,12.075
EC_0179-5370-04-04-PSJ-F-04-A.wav,0.0639758959878236,99,12048,0,86331,1300,11.4,15.4,19.2,13.7,14.925
EC_0179-5370-04-04-PSJ-F-04-A.wav,1.143684058013605,95,12048,0,131102,2184,8.6,36.1,9.1,4.6,14.600000000000001
EC_0179-5370-04-04-PSJ-F-04-A.wav,2.1706524869950954,0,12048,0,2653,1566,14.6,13.0,1.0,26.7,13.825
EC_0179-5371-04-04-PSJ-F-04-A.wav,0.06185709300916642,99,12048,0,86057,1196,16.2,16.4,23.3,13.2,17.275
EC_0179-5371-04-04-PSJ-F-04-A.wav,1.138191662990721,99,12048,0,162723,3744,40.0,9.3,4.6,15.7,17.4
EC_0179-5372-04-04-PSJ-F-04-A.wav,0.07941919899894856,99,12047,0,66856,1300,14.3,15.4,21.6,16.6,16.975
EC_0179-5372-04-04-PSJ-F-04-A.wav,1.1590499480080325,99,12047,0,190941,3848,13.2,12.0,9.2,36.4,17.7
EC_0179-5372-04-04-PSJ-F-04-A.wav,2.185497612983454,0,12047,0,2664,1154,18.4,24.3,6.9,2.0,12.9
EC_0179-5373-04-04-PSJ-F-04-A.wav,0.06462101900251582,99,12048,0,87719,1196,14.8,17.6,9.6,17.2,14.8
EC_0179-5373-04-04-PSJ-F-04-A.wav,1.1387336760235485,99,12048,0,199054,2964,11.9,5.7,36.4,7.5,15.375
EC_0179-5373-04-04-PSJ-F-04-A.wav,2.164787559013348,99,12048,0,2675,1165,7.0,25.5,2.9,9.7,11.274999999999999
EC_0179-5373-04-04-PSJ-F-04-A.wav,3.1915990190173034,0,12048,0,0,0,4.9,9.2,14.9,9.5,9.625
EC_0179-5374-04-04-PSJ-F-04-A.wav,0.06319175599492155,99,12048,0,87587,1144,12.7,15.1,12.3,15.0,13.774999999999999
EC_0179-5374-04-04-PSJ-F-04-A.wav,1.137442308012396,93,12048,0,166983,3814,11.1,33.9,45.4,8.3,24.675
EC_0179-5375-04-04-PSJ-F-04-A.wav,0.0651281820028089,99,12047,0,30141,572,8.5,17.4,20.8,9.2,13.975000000000001
EC_0179-5375-04-04-PSJ-F-04-A.wav,1.1423330389952753,86,12048,0,227590,2028,11.1,34.3,7.5,6.5,14.85
EC_0179-5375-04-04-PSJ-F-04-A.wav,2.1683321979944594,0,12048,0,2653,1144,8.7,27.6,29.5,1.0,16.7
EC_0179-5376-04-04-PSJ-F-04-A.wav,0.07145146999391727,99,12048,0,30283,572,11.0,28.0,23.0,6.3,17.075
EC_0179-5376-04-04-PSJ-F-04-A.wav,1.1497687390074134,99,12048,0,360840,7488,12.0,5.5,35.8,7.4,15.174999999999999
EC_0179-5376-04-04-PSJ-F-04-A.wav,2.1750635399948806,96,12048,0,2695,1183,31.0,29.6,4.9,2.0,16.875
EC_0179-5377-04-04-PSJ-F-04-A.wav,0.06956627999898046,99,12050,0,0,0,23.5,39.5,29.1,4.2,24.075
EC_0179-5377-04-04-PSJ-F-04-A.wav,1.1505951839790214,92,12050,0,0,0,37.0,13.0,3.7,8.3,15.5
EC_0179-5377-04-04-PSJ-F-04-A.wav,2.1811524789955,97,12050,0,0,0,31.7,2.9,5.9,1.0,10.375
EC_0179-5377-04-04-PSJ-F-04-A.wav,3.2084711009811144,97,12050,0,120,120,20.4,5.9,3.8,1.0,7.7749999999999995
EC_0179-5377-04-04-PSJ-F-04-A.wav,4.237102787999902,99,12050,0,0,0,16.3,0.0,0.0,0.0,4.075
EC_0179-5377-04-04-PSJ-F-04-A.wav,5.263554642995587,97,12050,0,0,0,16.7,1.0,0.0,0.0,4.425
EC_0179-5377-04-04-PSJ-F-04-A.wav,6.291368045000127,0,12050,0,0,0,11.5,5.9,0.0,1.9,4.824999999999999
EC_0179-5378-04-04-PSJ-F-04-A.wav,0.05973140802234411,99,12053,0,120,120,14.3,15.6,17.3,11.3,14.625
EC_0179-5378-04-04-PSJ-F-04-A.wav,1.1349852770217694,98,12053,0,0,0,9.3,34.9,7.5,7.5,14.8
EC_0179-5378-04-04-PSJ-F-04-A.wav,2.1581481540051755,97,12053,0,120,120,26.9,2.0,10.8,8.7,12.100000000000001
EC_0179-5378-04-04-PSJ-F-04-A.wav,3.185903216013685,98,12053,0,0,370,1.0,1.0,0.0,12.9,3.725
EC_0179-5378-04-04-PSJ-F-04-A.wav,4.213566464022733,0,12053,0,0,0,0.0,1.9,1.0,15.4,4.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,0.061747581989038736,99,12052,0,240,240,13.8,15.1,13.4,8.2,12.625
EC_0179-5379-04-04-PSJ-F-04-A.wav,1.1345753030036576,99,12052,0,0,0,36.7,8.4,7.5,8.3,15.225000000000001
EC_0179-5379-04-04-PSJ-F-04-A.wav,2.1559133119881153,88,12052,0,240,240,1.0,34.7,11.5,1.0,12.05
