File,Time_Sec,GPU_Util,RAM_Usage_MB,Power_W,Net_Sent_Bytes,Net_Recv_Bytes,CPU_Core_0,CPU_Core_1,CPU_Core_2,CPU_Core_3,CPU_Total_Avg
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.1784093880269,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.3064671330212,0,4673,0,0,0,7.7,14.3,0.0,0.0,5.5
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.43471282400424,0,4673,0,0,0,7.7,8.3,0.0,0.0,4.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.5615375430207,0,4673,0,0,0,0.0,7.7,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.68791897402843,0,4673,0,0,0,0.0,7.7,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.8159361730213,0,4673,0,0,0,7.7,7.7,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,404.94311681500403,0,4673,0,0,0,7.7,8.3,0.0,0.0,4.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.06935980700655,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.1967845260224,0,4673,0,0,0,7.7,7.7,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.3246895590273,0,4673,0,0,0,7.7,14.3,0.0,0.0,5.5
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.452617441013,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.5789127240132,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.706593585026,0,4673,0,0,0,0.0,15.4,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.8341664400068,0,4673,0,75,75,7.7,14.3,0.0,0.0,5.5
EC_0179-5379-04-04-PSJ-F-04-A.wav,405.9634038650256,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.09033457300393,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.2184625940281,0,4673,0,0,0,7.7,7.7,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.3447165310208,0,4673,0,0,0,0.0,15.4,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.47093984202365,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.5990498130268,0,4673,0,0,0,7.7,7.7,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.726152947027,0,4673,0,0,0,0.0,14.3,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.85321707100957,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,406.97950560200843,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.1083672300156,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.23466187302256,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.36081999601447,0,4673,0,0,0,8.3,7.1,0.0,0.0,3.85
